123512	0	0	0	0	0	0	0
0	0	0	0	0	0	0	973678
3263568	0	0	0	0	0	0	0
0	4165294	0	0	0	0	0	0
0	0	0	106038	0	0	0	0
0	0	0	0	0	0	0	12921378
0	0	0	88690	0	0	0	0
0	0	0	0	0	0	0	17017466
0	0	0	0	0	0	0	25161454
117210	0	0	0	0	0	0	0
0	0	0	81470	0	0	0	0
0	0	0	0	0	0	0	850798
0	0	0	105406	0	0	0	0
0	0	0	93154	0	0	0	0
94524	0	0	0	0	0	0	0
0	0	0	138934	0	0	0	0
73096	0	0	0	0	0	0	0
0	0	0	118566	0	0	0	0
0	0	0	110514	0	0	0	0
0	0	0	97022	0	0	0	0
0	0	0	0	2125414	0	0	0
0	0	0	150502	0	0	0	0
0	0	0	102314	0	0	0	0
0	0	0	25369402	0	0	0	0
0	0	0	200486	0	0	0	0
0	0	0	0	0	0	0	475050
0	0	0	0	191090	0	0	0
0	0	0	0	0	0	0	1694398
0	0	0	0	855922	0	0	0
304366	0	0	0	0	0	0	0
0	0	0	141994	0	0	0	0
0	0	0	114238	0	0	0	0
0	0	0	0	2592482	0	0	0
0	0	0	9133994	0	0	0	0
0	0	0	0	0	0	0	7089894
0	0	0	80562	0	0	0	0
0	0	0	72438	0	0	0	0
5406720	0	0	0	0	0	0	0
842516	0	0	0	0	0	0	0
0	0	0	109098	0	0	0	0
0	0	0	0	85886	0	0	0
0	0	0	441274	0	0	0	0
0	0	0	88690	0	0	0	0
0	0	0	1039094	0	0	0	0
0	0	0	0	0	0	0	555962
0	0	0	0	1912674	0	0	0
0	0	0	171574	0	0	0	0
0	0	0	10542778	0	0	0	0
0	0	0	130942	0	0	0	0
0	0	0	110502	0	0	0	0
0	0	0	122422	0	0	0	0
0	0	0	0	0	0	0	786346
0	0	0	93798	0	0	0	0
0	0	0	23334574	0	0	0	0
0	0	0	0	2194166	0	0	0
0	0	0	72626	0	0	0	0
119730	0	0	0	0	0	0	0
0	0	0	282606	0	0	0	0
0	0	0	171574	0	0	0	0
0	0	0	131062	0	0	0	0
0	0	0	0	3533566	0	0	0
0	0	0	23695022	0	0	0	0
0	0	0	11574970	0	0	0	0
0	0	0	125862	0	0	0	0
0	0	0	0	0	0	0	25606970
132332	0	0	0	0	0	0	0
772254	0	0	167530	0	0	0	0
0	0	0	97190	0	0	0	0
0	0	0	84530	0	0	0	0
144936	0	0	0	0	0	0	0
0	0	0	129658	0	0	0	0
19436466	0	0	0	0	0	0	0
1237624	0	0	0	0	0	0	0
0	0	0	125614	0	0	0	0
0	0	0	233134	0	0	0	0
0	0	0	0	0	0	0	2445298
0	0	0	0	0	0	0	24529914
139894	0	0	0	0	0	0	0
0	0	0	88822	0	0	0	0
90744	0	0	0	0	0	0	0
0	0	0	88818	0	0	0	0
0	0	0	130786	0	0	0	0
0	0	0	129910	0	0	0	0
110908	0	0	0	0	0	0	0
0	0	0	110382	0	0	0	0
0	0	0	93926	0	0	0	0
0	0	0	0	0	0	0	8084214
0	0	0	90106	0	0	0	0
0	0	0	109230	0	0	0	0
0	4557486	0	0	0	0	0	0
0	0	0	0	0	0	0	3866154
0	0	0	114486	0	0	0	0
