#ofCHs	8
60079264	0	0	0	0	0	0	0	359504
24166480	0	0	0	0	0	0	0	71775088
36950076	0	0	142114	0	0	0	0	24166480
7652346	0	0	13749218	0	0	0	0	69664142
0	29948542	0	0	0	0	0	0	7652346
0	0	0	38361714	0	0	0	0	7652346
40294606	0	0	0	0	0	38092534	0	7652346
7549182	0	0	10373866	0	0	0	0	40294606
0	74894206	0	0	0	0	123669110	0	7549182
0	0	0	0	0	0	20295598	0	7549182
0	0	0	0	0	0	9633582	0	7549182
0	72874814	0	0	0	0	0	0	7549182
30087324	0	0	0	0	0	54009702	0	7549182
113729418	62933694	0	0	14045158	0	0	0	30087324
0	39234478	0	174886	0	0	0	0	113729418
0	0	0	617322	0	0	0	0	107120152
58613642	18128702	0	106733110	0	0	23530414	0	37547740
112258	0	0	0	128027626	0	0	0	58613642
0	115052462	0	0	0	0	0	0	112258
0	57925246	0	36814398	0	0	0	0	112258
111929532	0	0	0	0	0	0	0	112258
0	13097710	0	224226	0	0	0	0	111929532
13775666	0	0	79518642	41585258	0	0	0	93032584
12837532	0	0	0	0	0	0	0	13775666
66575170	0	0	0	0	0	0	0	12837532
17023134	0	0	2469678	0	0	0	0	27639178
56046448	0	0	0	0	0	0	0	17023134
113373832	0	0	0	0	0	17181222	0	56046448
0	0	0	105074	0	0	0	0	113373832
7822502	0	0	0	0	0	0	0	113373832
67573232	0	0	122133306	66185834	0	0	0	7822502
0	0	0	3832562	0	0	0	0	67573232
0	0	0	93166	0	0	0	0	35287356
22574486	0	0	0	0	0	49637998	0	35287356
0	31657726	0	0	0	0	0	0	22574486
28849636	0	0	5201782	0	0	0	0	22574486
14115448	0	0	0	44514922	0	0	0	28849636
0	0	0	0	0	0	125348726	0	14115448
0	103754542	0	0	0	0	0	0	14115448
41051438	0	0	133866	0	0	0	0	14115448
0	9457326	0	0	0	0	0	0	41051438
21943272	0	0	0	0	0	95386150	0	71783974
43255014	0	0	0	0	0	0	0	21943272
0	0	0	0	5491558	0	9657198	0	43255014
24935818	0	0	0	0	0	24931950	0	84575470
57599246	0	0	0	0	0	0	0	24935818
53217740	19192510	0	499574	117226494	0	0	0	57599246
241762	0	0	0	0	0	0	0	53217740
98133420	0	0	0	0	0	0	0	241762
310666	0	0	22719338	0	0	0	0	98133420
0	59813550	0	293618	0	0	0	0	310666
61795432	87477870	0	0	0	0	128068134	0	310666
0	13778606	0	60025706	0	0	0	0	61795432
0	45022014	0	8882730	0	0	0	0	61795432
61651730	0	0	89974	0	0	1100590	0	47942250
22254020	0	0	27029426	0	0	0	0	61651730
0	0	0	111041138	59064166	0	0	0	22254020
161318	0	0	0	0	0	80079414	0	22254020
0	11377326	0	7061054	0	0	0	0	161318
0	85695150	0	0	0	0	0	0	161318
0	0	0	0	0	0	38595318	5098210	161318
0	22973294	0	87912370	0	0	105737838	0	161318
11138600	0	0	0	0	0	95951606	0	161318
59834368	0	0	99041078	0	0	0	0	11138600
0	0	0	138814	0	0	57363134	0	59834368
20989164	35208766	0	123334378	0	0	0	0	48203932
0	95878702	0	0	0	0	0	0	20989164
9273344	0	0	0	0	0	0	0	20989164
125887726	0	0	0	0	0	0	0	9273344
1616030	0	0	34974250	0	0	0	0	125887726
0	36703230	0	36724598	112365294	0	0	0	1616030
0	0	0	91389750	0	0	0	0	1616030
37086478	0	0	0	0	0	20119478	0	1616030
22792174	0	0	13938478	0	0	0	0	37086478
115364786	0	0	70540022	106688482	0	90512294	0	22792174
0	30695086	0	0	12836470	0	77516782	0	44466334
0	0	0	14503598	0	0	0	0	44466334
106884176	111348270	0	0	0	0	10620470	0	44466334
0	0	0	0	16419706	0	0	0	44721388
24874830	0	0	40189502	0	0	28383846	0	61236024
0	106163902	0	147134	0	0	77864574	0	24874830
1344584	0	0	84237234	0	0	0	0	24874830
86360770	0	0	0	0	0	7745142	0	1344584
0	0	0	6020990	0	0	20508582	0	86360770
0	0	0	138806	0	0	0	0	44886804
106221628	0	0	195194	0	0	48537390	0	44886804
0	0	0	0	14921594	0	0	0	106221628
