#ofCHs	2
1281503	0
18067359	0
3693943	0
5090743	0
7638807	0
21646687	0
7175991	0
1109983	0
24121183	0
13114743	0
10997143	0
24412087	0
4660543	0
13557119	0
265719	0
294719	0
15084823	0
18583487	0
413687	0
16510231	0
13438935	0
20434903	0
249855	0
355839	0
20151711	0
7548343	0
21146975	0
25448247	0
25804599	0
9351039	0
3190783	0
8281951	0
22117887	0
339927	0
25046903	0
25898911	0
16203263	0
19382199	0
25357727	0
2968895	0
5836759	0
16314327	0
9317887	0
1248759	0
13631447	0
14544799	0
17657207	0
331255	0
327103	0
25935167	0
3374911	0
9772447	0
25951511	0
5590487	0
273791	0
24440319	0
601975	0
405407	0
5225911	0
389015	0
12513143	0
15691199	0
15797527	0
20147679	0
470495	0
8740159	0
23007095	0
417559	0
16396191	0
17051511	0
12115223	0
22687199	0
25443775	0
17403359	0
5373727	0
1023767	0
20221823	0
5029143	0
4853535	0
23543735	0
1372023	0
18067383	0
8482167	0
8211935	0
11882359	0
16633815	0
13287383	0
9416575	0
25918943	0
22761239	0
1326975	0
11161087	0
593407	0
245055	0
22023519	0
3599871	0
1244951	0
265695	0
7126903	0
1666935	0
19283767	0
9461151	0
18414911	0
3956639	0
613887	0
687519	0
17428351	0
12025247	0
273759	0
445719	0
25673023	0
23535543	0
1462231	0
314647	0
11590975	0
22970175	0
8920855	0
19639575	0
23277431	0
3989431	0
294711	0
1977695	0
360311	0
10865943	0
4501399	0
23891295	0
13462847	0
22253023	0
277919	0
1314679	0
7356215	0
21872407	0
24923455	0
12975519	0
18173911	0
12406271	0
16039191	0
2318103	0
20090647	0
4382111	0
249311	0
446335	0
20766487	0
15048095	0
18623903	0
6516223	0
14348159	0
8134455	0
22957567	0
12472191	0
22085559	0
5779319	0
8527639	0
6249887	0
298871	0
732671	0
18218815	0
7745399	0
4284343	0
577399	0
7470975	0
5623671	0
17452919	0
22114167	0
22711807	0
9990007	0
9097175	0
273687	0
14921591	0
16530751	0
12414847	0
331263	0
10755895	0
22318967	0
25873687	0
6438711	0
6369143	0
257919	0
310591	0
675703	0
11521303	0
8351071	0
1039679	0
23313823	0
266103	0
22384127	0
8023455	0
270295	0
19918239	0
20037023	0
2281335	0
22453567	0
16596855	0
1592799	0
10624791	0
462303	0
281879	0
241527	0
487287	0
437527	0
13045087	0
1003383	0
22207807	0
24346079	0
3846007	0
21695967	0
470495	0
4316575	0
2166647	0
8183575	0
10153303	0
25845055	0
5614935	0
421343	0
8342879	0
23568183	0
14614335	0
999231	0
17407391	0
4816151	0
441687	0
11140511	0
16440735	0
4337055	0
6213087	0
1056535	0
3264383	0
3890967	0
9711479	0
2379639	0
2031007	0
9342839	0
4669247	0
376127	0
10587415	0
17071615	0
7892855	0
16674679	0
18575223	0
14208511	0
5615383	0
978815	0
17026839	0
7442199	0
21290935	0
7262167	0
9776543	0
789983	0
536439	0
380415	0
25300479	0
4890551	0
14090047	0
315255	0
274199	0
16350623	0
322903	0
257919	0
1162655	0
17657311	0
5463455	0
17764119	0
13561111	0
286583	0
8388535	0
10563543	0
941375	0
4198167	0
2047959	0
8392567	0
24354583	0
25730463	0
331735	0
15854911	0
8978239	0
318879	0
9670615	0
245527	0
401335	0
5132247	0
372031	0
25882079	0
3985367	0
7671607	0
6545335	0
2056119	0
393143	0
405367	0
446423	0
13282655	0
769439	0
462143	0
24583959	0
20942335	0
6684599	0
515967	0
14962551	0
6475647	0
9076535	0
1322871	0
1666935	0
18238975	0
19467743	0
8723807	0
323543	0
593783	0
728479	0
274295	0
8437567	0
19017215	0
347479	0
12004631	0
7991167	0
323071	0
14798711	0
454463	0
724383	0
15404543	0
290679	0
5971927	0
1973599	0
2056119	0
4313047	0
7352279	0
958263	0
277983	0
16645951	0
630551	0
253719	0
17551231	0
2715607	0
20905911	0
236959	0
1408319	0
8932631	0
11358071	0
2772447	0
9359319	0
20962623	0
15396319	0
22998807	0
2031423	0
6111191	0
11439447	0
17087807	0
3727231	0
15457695	0
270135	0
998719	0
12012823	0
11218271	0
2760631	0
3280823	0
18116063	0
4054431	0
15908631	0
475007	0
12062583	0
531775	0
12729759	0
2125311	0
1331159	0
9358847	0
10657559	0
2133311	0
572735	0
13631447	0
21200191	0
8445879	0
466807	0
10886559	0
4194263	0
4591479	0
1908503	0
8482743	0
6741471	0
1003007	0
737087	0
20823927	0
3997623	0
331639	0
8814391	0
437759	0
11234719	0
7408991	0
3718975	0
1994079	0
417655	0
5488567	0
372607	0
25980887	0
14073247	0
20303359	0
24177983	0
1703703	0
15634303	0
429943	0
12246431	0
396799	0
79043999	380798
22052159	0
17313119	0
839639	0
781631	0
6717239	0
81251807	392062
2133975	0
290303	0
3850039	0
576991	0
261951	0
3054911	0
14974903	0
6356319	0
17026559	0
2068351	0
21360031	0
691519	0
458047	0
273823	0
5803487	0
23404343	0
18075519	0
22425463	0
17673727	0
2592639	0
667135	0
1556247	0
11743095	0
253879	0
9800983	0
13537207	0
12054391	0
19750303	0
18886615	0
3657591	0
6848319	0
15912831	0
19853183	0
1441183	0
13544959	0
720663	0
2265047	0
1183231	0
19455295	0
1986047	0
630079	0
17415647	0
302967	0
14683647	0
17940407	0
11037975	0
8977919	0
8490879	0
9506583	0
487383	0
15474079	0
1514911	0
5214135	0
258007	0
25357791	0
24833911	0
12119383	0
6356287	0
343551	0
25710551	0
335127	0
7126431	0
1412447	0
2527191	0
14782423	0
22650271	0
335167	0
249183	0
3166071	0
25169239	0
1191799	0
262103	0
483095	0
240983	0
6766391	0
21880127	0
3259807	0
