#ofCHs	2
10854271	0
7393151	0
11787743	0
20426007	0
7180215	0
13471063	0
2624791	0
23031135	0
3624447	0
261535	0
2682335	0
7753687	0
765823	0
25849815	0
1572735	0
9440735	0
11587039	0
17473495	0
2211647	0
3812863	0
12029815	0
10296639	0
23002903	0
2051959	0
9686903	0
4898775	0
4632439	0
4865815	0
8457495	0
11583415	0
19869183	0
2559863	0
18906903	0
6434679	0
13249815	0
15080927	0
23412127	0
24227263	0
15560023	0
270103	0
11292127	0
8912663	0
3948311	0
21843839	0
245719	0
445951	0
532247	0
18283839	0
6073663	0
10960663	0
9374999	0
6451063	0
552279	0
16973215	0
21052735	0
