93894	0	0	0	0	0	0	0
0	0	0	191458	0	0	0	0
165732	0	0	0	0	0	0	0
127292	0	0	0	0	0	0	0
0	0	92910	0	0	0	0	0
0	0	0	163830	0	0	0	0
167622	0	0	0	0	0	0	0
0	0	0	0	106482	0	0	0
0	0	0	109218	0	0	0	0
0	0	0	0	0	0	0	3337022
94840	0	0	0	0	0	0	0
110278	0	0	0	0	0	0	0
0	0	0	0	77558	0	0	0
0	0	0	0	0	0	0	7547698
0	0	0	93166	0	0	0	0
0	0	0	0	0	0	0	26106558
0	0	0	84526	0	0	0	0
0	0	0	0	0	0	0	1288826
0	0	0	192102	0	0	0	0
0	0	0	0	106346	0	0	0
0	3247934	0	0	0	0	0	0
0	0	0	0	0	0	0	2154214
0	0	0	106494	0	0	0	0
0	0	0	0	146146	0	0	0
65536	0	0	0	0	0	0	0
0	0	0	0	134770	0	0	0
88004	0	0	0	0	0	0	978546
6956222	0	0	0	0	0	0	0
79020	0	0	0	0	0	0	0
0	0	0	174774	0	0	0	100691694
0	0	0	0	0	0	0	1743794
9542978	0	0	0	0	0	0	0
0	0	0	0	171770	0	0	0
174660	0	0	0	0	0	0	0
0	0	0	0	0	0	0	187946
76512	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2030270
1851312	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1604530
81290	0	0	0	0	0	0	0
99716	0	0	0	0	0	0	0
0	0	0	0	155622	0	0	0
0	0	0	0	167786	0	0	0
0	0	0	0	105202	0	0	0
0	0	0	0	0	0	0	1018558
0	0	0	4594610	0	0	0	0
0	0	0	0	0	0	0	24940386
0	0	0	0	0	0	0	26192890
78140	0	0	0	0	0	0	0
0	0	0	105402	0	0	0	0
117210	0	0	0	0	0	0	0
0	0	0	106170	0	0	0	0
0	0	0	0	0	0	0	301886
0	0	0	0	22700006	0	0	0
0	0	0	88818	0	0	0	0
0	0	0	0	80614	0	0	0
100196	0	0	0	0	0	0	0
91688	0	0	0	0	0	0	0
0	0	0	0	117502	0	0	0
0	0	0	0	109426	0	0	0
0	0	0	0	0	0	0	441138
0	0	88742	0	0	0	0	0
0	0	0	0	0	0	0	5090226
0	8997742	0	0	0	0	0	0
92004	0	0	0	0	0	0	0
0	0	0	0	98170	0	0	0
0	0	0	0	117374	0	0	0
122250	0	0	0	0	0	0	0
0	0	0	69294	0	0	0	0
0	0	0	0	98026	0	0	0
71206	0	0	0	0	0	0	0
144934	0	0	0	0	0	0	0
187830	0	0	0	0	0	0	0
186886	0	0	0	0	0	0	0
0	0	0	0	0	0	0	858814
0	0	0	13368050	0	0	0	0
0	22646446	0	0	0	0	0	0
0	0	0	0	77430	0	0	0
0	0	0	0	0	0	0	16252842
84886	0	0	0	0	0	0	0
110278	0	0	0	0	0	0	0
598646	0	0	0	0	0	0	0
6750208	0	0	0	0	0	0	0
0	0	0	162426	0	0	0	0
102716	0	0	0	0	0	0	0
0	0	0	0	0	0	0	21294074
124456	0	0	0	0	0	0	0
92634	0	0	0	0	0	0	0
0	0	0	0	89838	0	0	0
0	0	8408050	0	8413046	0	0	0
0	0	0	3181090	0	0	0	0
0	0	0	0	0	0	0	3775166
0	0	0	0	102250	0	0	128532006
0	0	0	0	170738	0	0	0
117276	0	0	0	0	0	0	0
100490	0	0	0	0	0	0	0
98304	0	0	0	0	0	0	0
0	0	0	106302	0	0	0	0
0	0	0	0	134770	0	0	0
77084	0	0	0	0	0	0	0
80660	0	0	0	0	0	0	0
0	0	0	0	73714	0	0	0
83410	0	0	0	0	0	0	0
0	0	0	0	0	0	0	4496062
129192	0	0	0	0	0	0	0
1407928	0	0	0	0	0	0	0
0	0	0	0	0	0	0	26188722
68686	0	0	0	0	0	0	0
0	0	0	80566	0	0	0	0
0	0	0	89974	0	0	0	0
0	0	0	0	167930	0	0	0
0	0	0	5119802	0	0	0	0
0	0	0	0	0	0	0	4692790
119100	0	0	0	0	0	0	0
81530	0	0	0	0	0	0	0
0	0	0	0	105058	0	0	0
135482	0	0	0	0	0	0	0
0	0	0	0	84982	0	0	0
0	0	0	0	101098	0	0	0
0	0	0	3230318	0	0	0	0
0	0	0	105022	0	0	0	0
