#ofCHs	4
253950	253439	253439	249787
253878	253439	253695	249855
257014	253439	253439	252857
257014	253951	253439	252861
257014	253439	253943	249791
257014	253695	253439	252857
257014	253439	253127	249787
256942	253439	253439	249855
253950	253951	253943	249853
257006	253439	253687	252859
253878	253695	253687	249853
257014	253951	253439	252859
257014	253951	253439	252859
253878	253679	253943	249853
253950	253439	253431	249855
257014	253439	253439	252861
253878	253439	253127	249855
253950	253439	253439	249855
253950	253439	253439	249855
253950	253695	253439	252863
257014	253695	253439	252927
253878	253439	253127	249787
257014	253695	253695	252857
257006	253439	253439	249853
257014	253695	253695	249787
253950	253439	253439	249787
257014	253695	253695	249855
253878	253439	253439	252859
253878	253439	253439	252861
253950	253439	253439	249855
257014	253695	253695	249855
253878	253439	253439	252863
253878	253439	253127	249787
257014	253951	253439	252859
257014	253951	253439	252861
257014	253439	253439	249855
256942	253439	253695	249855
257014	253951	253439	252861
257014	253935	253439	252927
257014	253439	253439	249791
253878	253951	253439	249855
257006	253439	253439	249853
257014	253951	253439	249855
253950	253695	253943	249853
253950	253439	253943	249855
257006	253439	253687	252859
257014	253439	253439	249787
257014	253951	253439	249787
257014	253951	253439	252857
253950	253679	253439	252927
253878	253439	253695	249855
253950	253695	253439	252861
253878	253439	253943	249855
253878	253439	253439	252859
253950	253695	253687	252857
257006	253439	253439	252859
257014	253439	253439	252857
257014	253951	253439	252859
257014	253695	253439	249855
257014	253951	253695	249855
253878	253439	253439	252857
257014	253951	253439	252859
257014	253951	253439	252861
257014	253695	253439	252861
257014	253439	253431	249855
253878	253439	253439	252859
257014	253695	253439	249855
257014	253951	253439	252861
257014	253951	253439	252861
253950	253391	253439	252859
257014	253695	253439	249787
257014	253439	253439	249855
257014	253695	253439	249855
257014	253439	253439	249855
253950	253951	253439	252857
253878	253439	253439	249855
253878	253695	253439	252859
257006	253439	253687	252861
257006	253439	253439	252859
253878	253439	253439	249853
257014	253951	253439	252859
257014	253695	253679	249855
257014	253695	253439	252859
257014	253439	253439	249791
257014	253439	253439	252861
257014	253439	253439	249855
257014	253439	253439	252859
257014	253951	253439	252927
257014	253439	253439	249855
257014	253439	253439	249855
257014	253695	253439	252861
257014	253951	253439	252861
253950	253439	253439	252859
257014	253695	253439	249855
257014	253439	253439	249787
257014	253439	253439	249855
253878	253695	253439	252859
257014	253951	253439	249855
257014	253439	253439	249787
253878	253695	253687	252857
257006	253695	253687	252859
257006	253439	253183	252859
257014	253439	253439	252861
257014	253439	253439	249855
257014	253439	253431	252861
253878	253439	253439	249855
253878	253951	253439	252861
257014	253951	253439	252861
257014	253695	253439	252861
257014	253695	253439	252861
257014	253439	253431	249855
253950	253439	253439	252859
257014	253439	253439	249787
257014	253695	253439	252861
257014	253951	253439	252857
253878	253695	253439	252859
257014	253679	253439	249791
253878	253439	253439	252861
253878	253439	253439	252861
253878	253439	253439	252861
257014	253951	253439	249787
253878	253439	253439	249855
253878	253135	253687	249853
257006	253439	253439	252859
257006	253695	253183	252859
257014	253439	253439	252857
257014	253439	253439	252859
253950	253439	253431	249855
257014	253951	253695	249855
253878	253439	253439	252857
257014	253951	253431	252857
257014	253439	253439	249855
253878	253439	253439	252859
257014	253439	253935	249787
253878	253439	253439	252861
257014	253439	253439	249855
257014	253951	253439	252857
257014	253439	253935	249855
257014	253695	253439	252859
253878	253439	253127	252857
257014	253951	253439	252859
257014	253951	253439	252861
253878	253439	253127	249855
253878	253695	253695	252857
257014	253439	253935	249855
253878	253439	253439	252861
253878	253439	253431	252861
257014	253951	253439	249855
257014	253951	253439	252927
257014	253439	253439	249855
257014	253951	253431	252861
253950	253695	253439	252859
253878	253695	253439	252861
253878	253439	253695	249855
257014	253439	253439	249787
253950	253439	253943	249853
257006	253951	253439	252859
253950	253951	253943	252859
253950	253439	253943	249853
257014	253951	253439	252859
253878	253439	253439	249855
257014	253439	253439	252861
257014	253439	253431	249855
253878	253695	253439	252861
253878	253439	253127	249791
