#ofCHs	4
1171383	1170430	1170878	1171423
1171455	1170300	1170888	1171421
1171383	1171324	1170826	1171295
1171383	1170430	1170878	1171423
1171447	1170430	1170746	1170269
1171327	1170300	1170888	1171421
1170751	1170300	1170888	1171421
1171455	1170428	1171276	1171421
1171383	1170300	1170826	1171295
1171383	1171324	1170888	1171421
1171383	1170300	1170888	1171421
1171383	1170430	1170878	1171423
1171383	1171324	1170878	1171423
1171391	1170430	1170878	1171423
1171383	1170300	1171276	1171421
1171327	1170300	1170826	1171421
1170751	1170300	1170888	1171421
1171383	1171324	1170888	1171295
1171383	1170300	1170888	1171421
1171383	1170428	1170888	1171421
1171383	1171326	1170888	1171421
1171455	1170300	1170826	1170271
1171383	1171324	1170888	1171421
1171327	1170300	1170888	1170271
1171383	1170428	1170888	1171421
1171383	1170300	1170888	1171421
1171383	1170300	1170888	1171421
1171383	1170300	1170888	1170269
1171455	1170428	1170888	1171421
1170751	1170300	1170888	1171421
1171383	1170300	1170888	1171421
1171383	1170430	1170878	1170269
1171383	1170430	1170878	1171423
1171383	1170430	1170878	1171423
1171319	1170430	1170878	1171423
1170751	1170300	1170888	1171421
1171327	1170300	1170888	1171421
1171455	1170428	1170888	1171421
1171327	1170300	1170888	1171421
1171383	1170428	1170826	1171421
1171383	1170428	1170888	1171421
1171455	1170428	1170888	1171421
1171383	1170300	1170826	1170271
1171383	1170300	1170826	1171421
1171327	1171324	1170888	1171421
1171383	1170428	1170888	1171421
1171455	1171452	1171454	1171421
1171383	1170300	1170888	1171421
1171383	1170300	1170888	1171421
1171383	1170300	1170888	1171421
1171383	1170300	1170888	1171421
1171383	1170300	1170888	1171421
1170751	1170428	1170888	1171421
1171383	1170428	1170888	1171421
1171383	1170302	1170746	1171423
1171319	1170430	1170878	1171423
1171383	1171326	1170746	1171423
1171383	1170300	1170826	1171421
1171383	1170302	1170826	1171421
1171455	1171324	1170888	1171421
1171383	1170300	1171454	1171421
1171383	1170428	1170888	1171421
1171383	1170428	1170888	1171421
1171327	1170302	1170888	1171421
1170943	1170300	1170888	1171421
1171383	1170428	1170888	1171421
1171383	1170428	1170888	1171421
1171383	1170300	1170888	1171421
1171383	1170300	1170888	1171421
1171383	1170300	1170888	1171421
1170943	1170428	1171276	1171421
